GeneName	GeneID	EventNumber	EventType	GPos	Path.1	Path.2	Path.Reference	tran_P1	tran_P2	tran_Ref
ENSG00000197530.12_68	64	68	Complex Event	1:1628722-1629133	71-71,71-72	69-72	72-72	ENST00000483015.1|ENST00000511910.1	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000507229.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000473511.5|ENST00000464570.1	ENST00000483015.1|ENST00000511910.1|ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000473511.5|ENST00000464570.1|ENST00000507229.5
ENSG00000197530.12_71	64	71	Complex Event	1:1629404-1629488	77-77,77-78	75-78	78-78	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000504599.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000483015.1|ENST00000473511.5|ENST00000470373.1	ENST00000487053.5	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000504599.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000483015.1|ENST00000473511.5|ENST00000470373.1|ENST00000487053.5
ENSG00000189409.12_1	65	1	Complex Event	1:1633480-1633748	11-12,12-12,12-13	11-14	10-11,11-11	ENST00000512731.5	ENST00000503792.1	ENST00000512731.5|ENST00000503792.1
ENSG00000189409.12_3	65	3	Retained Intron	1:1633912-1633989	14-15,15-15,15-16	14-16	16-16,16-17	ENST00000512731.5|ENST00000435358.5	ENST00000356026.9|ENST00000378675.7|ENST00000479814.5|ENST00000503792.1|ENST00000489782.1	ENST00000512731.5|ENST00000435358.5|ENST00000356026.9|ENST00000378675.7|ENST00000479814.5|ENST00000503792.1|ENST00000489782.1
ENSG00000189409.12_5	65	5	Retained Intron	1:1634099-1634202	17-18,18-18,18-19	17-19	17-17,19-19,19-20	ENST00000486400.1	ENST00000356026.9|ENST00000512731.5|ENST00000378675.7|ENST00000479814.5|ENST00000435358.5|ENST00000503792.1|ENST00000489782.1	ENST00000512731.5|ENST00000435358.5|ENST00000356026.9|ENST00000378675.7|ENST00000479814.5|ENST00000503792.1|ENST00000489782.1|ENST00000486400.1
ENSG00000189409.12_17	65	17	Complex Event	1:1632374-1632783	4-5,5-5,5-6	4-6	4-4	ENST00000472264.1	ENST00000356026.9|ENST00000512731.5|ENST00000378675.7|ENST00000618459.4|ENST00000412810.6	ENST00000356026.9|ENST00000472264.1|ENST00000512731.5|ENST00000378675.7|ENST00000618459.4|ENST00000412810.6
ENSG00000189409.12_19	65	19	Complex Event	1:1632913-1633188	6-7,7-7	6-9	6-6	ENST00000356026.9|ENST00000472264.1|ENST00000512731.5|ENST00000378675.7|ENST00000618459.4|ENST00000412810.6	ENST00000479814.5	ENST00000472264.1|ENST00000356026.9|ENST00000512731.5|ENST00000378675.7|ENST00000618459.4|ENST00000412810.6|ENST00000479814.5
ENSG00000189409.12_22	65	22	Complex Event	1:1633355-1633748	10-11,11-11	10-14	10-10	ENST00000512731.5|ENST00000503792.1	ENST00000356026.9|ENST00000378675.7|ENST00000618459.4|ENST00000412810.6|ENST00000479814.5|ENST00000435358.5	ENST00000378675.7|ENST00000618459.4|ENST00000356026.9|ENST00000412810.6|ENST00000479814.5|ENST00000512731.5|ENST00000435358.5|ENST00000503792.1
ENSG00000189409.12_24	65	24	Retained Intron	1:1633912-1701148	16-16,16-17	14-29	14-14	ENST00000512731.5|ENST00000435358.5|ENST00000356026.9|ENST00000378675.7|ENST00000479814.5|ENST00000503792.1|ENST00000489782.1	ENST00000618459.4|ENST00000412810.6	ENST00000512731.5|ENST00000356026.9|ENST00000378675.7|ENST00000618459.4|ENST00000412810.6|ENST00000479814.5|ENST00000503792.1|ENST00000435358.5|ENST00000489782.1
ENSG00000227775.3_3	70	3	Alternative Last Exon	1:1724763-1735817	2-3,3-3	2-5	2-2	ENST00000417099.1	ENST00000577672.1	ENST00000577672.1|ENST00000417099.1
ENSG00000227775.3_4	70	4	Alternative First Exon	1:1724763-1735817	4-4,4-5	2-5	5-5	ENST00000424604.1	ENST00000577672.1	ENST00000424604.1|ENST00000577672.1
ENSG00000169885.9_4	72	4	Complex Event	1:1915307-1916441	6-6	3-8	10-10,10-11,11-11	ENST00000482402.1|ENST00000462293.1|ENST00000307786.7	ENST00000378604.3	ENST00000482402.1|ENST00000307786.7|ENST00000378604.3|ENST00000462293.1
ENSG00000169885.9_5	72	5	Complex Event	1:1915735-1916752	8-8	6-10	10-10,10-11,11-11	ENST00000482402.1|ENST00000307786.7|ENST00000378604.3	ENST00000462293.1	ENST00000482402.1|ENST00000307786.7|ENST00000378604.3|ENST00000462293.1
ENSG00000169885.9_9	72	9	Complex Event	1:1915307-1915685	5-5,5-6	3-6	6-6	ENST00000482402.1|ENST00000462293.1	ENST00000307786.7	ENST00000482402.1|ENST00000462293.1|ENST00000307786.7
ENSG00000169885.9_10	72	10	Complex Event	1:1916615-1916752	8-9,9-9,9-10	8-10	8-8	ENST00000482402.1	ENST00000307786.7|ENST00000378604.3	ENST00000482402.1|ENST00000307786.7|ENST00000378604.3
ENSG00000067606.15_7	74	7	Complex Event	1:2144341-2145389	32-32,32-33	28-33	33-33,33-34	ENST00000486681.5|ENST00000503672.1|ENST00000478770.6	ENST00000497183.5	ENST00000486681.5|ENST00000497183.5|ENST00000503672.1|ENST00000478770.6
ENSG00000067606.15_10	74	10	Complex Event	1:2144341-2148872	36-37	28-37	37-37,37-38,38-38	ENST00000378567.7|ENST00000400921.6|ENST00000461106.6|ENST00000461465.5|ENST00000470596.5|ENST00000496325.5|ENST00000481140.5|ENST00000482686.5|ENST00000400920.5|ENST00000486681.5|ENST00000470986.5|ENST00000470511.5|ENST00000497183.5|ENST00000479263.5|ENST00000503672.1|ENST00000478770.6	ENST00000419838.6	ENST00000378567.7|ENST00000400921.6|ENST00000461106.6|ENST00000461465.5|ENST00000470596.5|ENST00000496325.5|ENST00000481140.5|ENST00000482686.5|ENST00000400920.5|ENST00000486681.5|ENST00000470986.5|ENST00000470511.5|ENST00000497183.5|ENST00000419838.6|ENST00000479263.5|ENST00000503672.1|ENST00000478770.6
ENSG00000067606.15_20	74	20	Alternative Last Exon	1:2156092-2169518	47-48,48-48	47-52	46-47,47-47	ENST00000503672.1	ENST00000378567.7|ENST00000400921.6|ENST00000461106.6|ENST00000400920.5|ENST00000479263.5|ENST00000478770.6	ENST00000378567.7|ENST00000400921.6|ENST00000461106.6|ENST00000400920.5|ENST00000479263.5|ENST00000503672.1|ENST00000478770.6
ENSG00000067606.15_21	74	21	Complex Event	1:2156092-2169518	50-50	47-52	52-52,54-54,54-55,55-55,55-56,56-56	ENST00000505322.5|ENST00000472017.1	ENST00000378567.7|ENST00000400921.6|ENST00000461106.6|ENST00000400920.5|ENST00000479263.5|ENST00000478770.6	ENST00000378567.7|ENST00000400921.6|ENST00000461106.6|ENST00000400920.5|ENST00000479263.5|ENST00000478770.6|ENST00000472017.1|ENST00000505322.5
ENSG00000067606.15_22	74	22	Complex Event	1:2169604-2172055	52-53,53-53,53-54	52-54	52-52,54-54,54-55,55-55,55-56,56-56	ENST00000472017.1	ENST00000378567.7|ENST00000400921.6|ENST00000461106.6|ENST00000400920.5|ENST00000479263.5|ENST00000478770.6|ENST00000505322.5	ENST00000378567.7|ENST00000400921.6|ENST00000461106.6|ENST00000400920.5|ENST00000479263.5|ENST00000478770.6|ENST00000472017.1|ENST00000505322.5
ENSG00000067606.15_24	74	24	Complex Event	1:2175313-2184583	59-60,60-60,60-61	59-61	56-57,57-57,57-58,58-58,58-59,59-59,61-61,61-62,62-62	ENST00000478770.6	ENST00000378567.7|ENST00000400921.6|ENST00000461106.6|ENST00000400920.5|ENST00000479263.5|ENST00000505322.5	ENST00000378567.7|ENST00000400921.6|ENST00000461106.6|ENST00000400920.5|ENST00000479263.5|ENST00000478770.6|ENST00000505322.5
ENSG00000067606.15_29	74	29	Alternative First Exon	1:2050503-2055441	4-4,4-5	3-3,3-5	5-5	ENST00000503297.1	ENST00000378567.7|ENST00000468310.5|ENST00000484419.1	ENST00000378567.7|ENST00000468310.5|ENST00000503297.1|ENST00000484419.1
ENSG00000067606.15_33	74	33	Complex Event	1:2055562-2059541	9-10	5-10	10-10	ENST00000378567.7|ENST00000466651.5|ENST00000479566.5	ENST00000468310.5	ENST00000378567.7|ENST00000468310.5|ENST00000479566.5|ENST00000466651.5
ENSG00000067606.15_35	74	35	Complex Event	1:2073929-2135262	13-19,19-19,19-27	13-27	13-13	ENST00000495347.5	ENST00000400921.6	ENST00000400921.6|ENST00000495347.5
ENSG00000067606.15_39	74	39	Complex Event	1:2169117-2169518	50-51,51-51,51-52	50-52	50-50	ENST00000505322.5	ENST00000472017.1	ENST00000505322.5|ENST00000472017.1
ENSG00000157933.9_3	76	3	Alternative First Exon	1:2303376-2303840	6-7,7-7,7-9	8-8,8-9	9-9,11-11	ENST00000378536.4	ENST00000507179.1	ENST00000507179.1|ENST00000378536.4
ENSG00000157933.9_4	76	4	Alternative 5' Splice Site	1:2304102-2304293	9-10,10-10,10-11	9-11	9-9,11-11	ENST00000507179.1	ENST00000378536.4	ENST00000507179.1|ENST00000378536.4
ENSG00000157916.18_5	77	5	Retained Intron	1:2397220-2400857	13-14,14-14,14-15	13-15	11-13,13-13,15-15	ENST00000630837.2|ENST00000605895.5|ENST00000306256.13|ENST00000378512.5|ENST00000443438.5|ENST00000488353.2	ENST00000378513.7|ENST00000378518.5	ENST00000378513.7|ENST00000378518.5|ENST00000630837.2|ENST00000605895.5|ENST00000306256.13|ENST00000378512.5|ENST00000443438.5|ENST00000488353.2
ENSG00000157916.18_6	77	6	Complex Event	1:2400935-2402207	15-18	15-17	11-13,13-13,15-15	ENST00000378513.7|ENST00000378518.5|ENST00000630837.2|ENST00000605895.5|ENST00000306256.13|ENST00000443438.5|ENST00000488353.2	ENST00000378512.5	ENST00000378513.7|ENST00000378518.5|ENST00000630837.2|ENST00000605895.5|ENST00000306256.13|ENST00000378512.5|ENST00000443438.5|ENST00000488353.2
ENSG00000157916.18_7	77	7	Alternative First Exon	1:2400935-2402097	16-16,16-17	15-17	17-17,17-18	ENST00000462129.1	ENST00000378512.5	ENST00000462129.1|ENST00000378512.5
ENSG00000157916.18_16	77	16	Complex Event	1:2391958-2395784	6-11	6-9	6-6	ENST00000378513.7|ENST00000378518.5|ENST00000630837.2|ENST00000605895.5|ENST00000493207.1|ENST00000378512.5	ENST00000306256.13	ENST00000378513.7|ENST00000378518.5|ENST00000630837.2|ENST00000605895.5|ENST00000306256.13|ENST00000493207.1|ENST00000378512.5
ENSG00000157916.18_17	77	17	Alternative First Exon	1:2391958-2395608	8-8,8-9	6-9	9-9	ENST00000488353.2	ENST00000306256.13	ENST00000488353.2|ENST00000306256.13
ENSG00000157916.18_18	77	18	Retained Intron	1:2395648-2395784	9-10,10-10,10-11	9-11	9-9	ENST00000488353.2	ENST00000306256.13	ENST00000488353.2|ENST00000306256.13
ENSG00000157916.18_19	77	19	Alternative Last Exon	1:2395871-2400935	11-13,13-13,15-15	11-12,12-12	11-11	ENST00000378513.7|ENST00000378518.5|ENST00000630837.2|ENST00000605895.5|ENST00000306256.13|ENST00000378512.5|ENST00000443438.5|ENST00000488353.2	ENST00000493207.1	ENST00000488353.2|ENST00000493207.1|ENST00000378513.7|ENST00000378518.5|ENST00000630837.2|ENST00000605895.5|ENST00000306256.13|ENST00000378512.5|ENST00000443438.5
ENSG00000157916.18_20	77	20	Alternative First Exon	1:2395871-2402097	11-13,13-13,15-15	16-16,16-17	18-18	ENST00000378513.7|ENST00000378518.5|ENST00000630837.2|ENST00000605895.5|ENST00000306256.13|ENST00000378512.5|ENST00000443438.5|ENST00000488353.2	ENST00000462129.1	ENST00000462129.1|ENST00000378512.5|ENST00000378513.7|ENST00000630837.2|ENST00000605895.5|ENST00000306256.13|ENST00000488353.2|ENST00000378518.5|ENST00000443438.5
ENSG00000157916.18_21	77	21	Complex Event	1:2400935-2402207	17-17,17-18	15-18	18-18	ENST00000462129.1|ENST00000378512.5	ENST00000378513.7|ENST00000378518.5|ENST00000630837.2|ENST00000605895.5|ENST00000306256.13|ENST00000443438.5|ENST00000488353.2	ENST00000462129.1|ENST00000378512.5|ENST00000378513.7|ENST00000630837.2|ENST00000605895.5|ENST00000306256.13|ENST00000488353.2|ENST00000378518.5|ENST00000443438.5
ENSG00000149527.17_1	78	1	Complex Event	1:2497010-2498523	21-22,22-22,22-24	21-24	10-10,10-11,11-11,11-12,12-12,12-13,13-13,13-14,14-14,14-15,15-15,15-16,16-16,16-17,17-17,17-18,18-18,18-19,19-19,19-20,20-20,20-21,21-21	ENST00000449969.5|ENST00000378486.7|ENST00000419816.6|ENST00000343889.8	ENST00000278878.6	ENST00000378486.7|ENST00000449969.5|ENST00000419816.6|ENST00000343889.8|ENST00000278878.6
ENSG00000149527.17_2	78	2	Complex Event	1:2499720-2502112	28-29,29-29,29-30	28-30	25-25,25-26,26-26,26-27,27-27,27-28,28-28,30-30,35-35	ENST00000473964.5	ENST00000449969.5|ENST00000378486.7|ENST00000419816.6|ENST00000343889.8|ENST00000278878.6|ENST00000462379.1	ENST00000462379.1|ENST00000449969.5|ENST00000378486.7|ENST00000419816.6|ENST00000343889.8|ENST00000278878.6|ENST00000473964.5
ENSG00000149527.17_3	78	3	Complex Event	1:2502409-2503922	33-33	30-35	25-25,25-26,26-26,26-27,27-27,27-28,28-28,30-30,35-35	ENST00000473964.5|ENST00000343889.8|ENST00000449969.5|ENST00000462379.1	ENST00000378486.7|ENST00000419816.6|ENST00000278878.6	ENST00000462379.1|ENST00000449969.5|ENST00000378486.7|ENST00000419816.6|ENST00000343889.8|ENST00000278878.6|ENST00000473964.5
ENSG00000149527.17_6	78	6	Complex Event	1:2502910-2503617	31-32,32-32,32-33	31-33	30-31,31-31	ENST00000343889.8|ENST00000473964.5	ENST00000449969.5	ENST00000449969.5|ENST00000343889.8|ENST00000473964.5
ENSG00000149527.17_7	78	7	Alternative First Exon	1:2478476-2479734	6-6,6-7	5-5,5-7	7-7	ENST00000343889.8	ENST00000609981.5|ENST00000449969.5|ENST00000378486.7|ENST00000419816.6	ENST00000343889.8|ENST00000449969.5|ENST00000419816.6|ENST00000378486.7|ENST00000609981.5
ENSG00000149527.17_10	78	10	Alternative First Exon	1:2480184-2498523	10-10,10-11,11-11,11-12,12-12,12-13,13-13,13-14,14-14,14-15,15-15,15-16,16-16,16-17,17-17,17-18,18-18,18-19,19-19,19-20,20-20,20-21,21-21	23-23,23-24	24-24	ENST00000378486.7|ENST00000449969.5|ENST00000419816.6|ENST00000343889.8|ENST00000278878.6	ENST00000473964.5	ENST00000473964.5|ENST00000449969.5|ENST00000378486.7|ENST00000419816.6|ENST00000343889.8|ENST00000278878.6
ENSG00000149527.17_11	78	11	Complex Event	1:2502409-2503617	30-31,31-31	30-33	33-33	ENST00000449969.5|ENST00000343889.8|ENST00000473964.5	ENST00000462379.1	ENST00000473964.5|ENST00000343889.8|ENST00000449969.5|ENST00000462379.1
ENSG00000149527.17_12	78	12	Complex Event	1:2503643-2503922	33-34,34-34,34-35	33-35	33-33	ENST00000449969.5|ENST00000343889.8|ENST00000473964.5	ENST00000462379.1	ENST00000473964.5|ENST00000343889.8|ENST00000449969.5|ENST00000462379.1
ENSG00000157873.17_1	80	1	Complex Event	1:2556455-2559352	11-12,12-12,12-13	11-23	11-11	ENST00000355716.4|ENST00000442392.6|ENST00000482074.6	ENST00000475523.5	ENST00000355716.4|ENST00000475523.5|ENST00000442392.6|ENST00000482074.6
ENSG00000157873.17_6	80	6	Complex Event	1:2556455-2559352	21-22,22-22,22-23	11-23	23-23,23-24	ENST00000463471.6|ENST00000466750.5	ENST00000475523.5	ENST00000463471.6|ENST00000466750.5|ENST00000475523.5
ENSG00000157873.17_8	80	8	Complex Event	1:2558468-2559823	24-24,24-25	18-25	25-25,25-27	ENST00000463471.6|ENST00000466750.5|ENST00000475523.5|ENST00000471768.1	ENST00000426449.5|ENST00000434817.5|ENST00000435221.6|ENST00000451778.5|ENST00000409119.5|ENST00000355716.4|ENST00000496064.5	ENST00000463471.6|ENST00000466750.5|ENST00000475523.5|ENST00000471768.1|ENST00000426449.5|ENST00000434817.5|ENST00000435221.6|ENST00000451778.5|ENST00000409119.5|ENST00000355716.4|ENST00000496064.5
ENSG00000157873.17_9	80	9	Alternative First Exon	1:2559823-2560624	26-26,26-27	25-25,25-27	27-27,27-28	ENST00000463835.5	ENST00000463471.6|ENST00000466750.5|ENST00000475523.5|ENST00000471768.1|ENST00000426449.5|ENST00000434817.5|ENST00000435221.6|ENST00000451778.5|ENST00000409119.5|ENST00000355716.4|ENST00000496064.5	ENST00000463835.5|ENST00000496064.5|ENST00000434817.5|ENST00000435221.6|ENST00000451778.5|ENST00000409119.5|ENST00000355716.4|ENST00000475523.5|ENST00000463471.6|ENST00000466750.5|ENST00000471768.1|ENST00000426449.5
ENSG00000157873.17_11	80	11	Complex Event	1:2560714-2561777	33-34,34-34,34-35	28-35	35-35,35-36	ENST00000434817.5|ENST00000435221.6|ENST00000451778.5|ENST00000355716.4|ENST00000475523.5|ENST00000463471.6|ENST00000466750.5|ENST00000463835.5	ENST00000482602.5	ENST00000463471.6|ENST00000463835.5|ENST00000355716.4|ENST00000475523.5|ENST00000466750.5|ENST00000434817.5|ENST00000435221.6|ENST00000451778.5|ENST00000482602.5
ENSG00000157873.17_12	80	12	Complex Event	1:2561957-2562865	37-38,38-38,38-39	37-39	36-37,37-37	ENST00000463471.6	ENST00000480305.1	ENST00000463471.6|ENST00000480305.1
ENSG00000157873.17_17	80	17	Complex Event	1:2555850-2556585	3-4,4-4,4-5	3-15	3-3	ENST00000435221.6	ENST00000434817.5	ENST00000434817.5|ENST00000435221.6
ENSG00000157873.17_19	80	19	Complex Event	1:2556032-2556585	5-6,6-6,6-7	5-15	5-5	ENST00000435221.6	ENST00000451778.5	ENST00000435221.6|ENST00000451778.5
ENSG00000157873.17_21	80	21	Complex Event	1:2556252-2556585	7-8,8-8,8-15	7-15	7-7	ENST00000409119.5	ENST00000435221.6	ENST00000435221.6|ENST00000409119.5
ENSG00000157873.17_23	80	23	Complex Event	1:2558468-2558881	19-20,20-20,20-21	18-21	21-21	ENST00000463471.6|ENST00000466750.5	ENST00000442392.6	ENST00000463471.6|ENST00000466750.5|ENST00000442392.6
ENSG00000157873.17_26	80	26	Retained Intron	1:2560714-2561494	28-29,29-29,29-30	28-30	30-30	ENST00000496064.5	ENST00000409119.5|ENST00000463471.6|ENST00000471768.1|ENST00000463835.5	ENST00000496064.5|ENST00000463471.6|ENST00000463835.5|ENST00000409119.5|ENST00000471768.1
ENSG00000157873.17_28	80	28	Complex Event	1:2560714-2561673	31-32,32-32,32-33	28-33	33-33	ENST00000409119.5|ENST00000463471.6|ENST00000463835.5	ENST00000434817.5|ENST00000435221.6|ENST00000451778.5|ENST00000355716.4|ENST00000475523.5|ENST00000466750.5	ENST00000463471.6|ENST00000463835.5|ENST00000409119.5|ENST00000355716.4|ENST00000475523.5|ENST00000466750.5|ENST00000434817.5|ENST00000435221.6|ENST00000451778.5
ENSG00000157873.17_32	80	32	Complex Event	1:2561815-2562865	36-37,37-37	36-39	39-39	ENST00000463471.6|ENST00000480305.1	ENST00000355716.4|ENST00000475523.5|ENST00000466750.5|ENST00000463835.5|ENST00000482602.5	ENST00000463471.6|ENST00000355716.4|ENST00000475523.5|ENST00000466750.5|ENST00000463835.5|ENST00000482602.5|ENST00000480305.1
ENSG00000157873.17_33	80	33	Alternative Last Exon	1:2562896-2565382	39-46,46-46	41-41	39-39	ENST00000482602.5	ENST00000463471.6|ENST00000355716.4|ENST00000475523.5|ENST00000466750.5|ENST00000463835.5|ENST00000480305.1	ENST00000463471.6|ENST00000355716.4|ENST00000475523.5|ENST00000466750.5|ENST00000463835.5|ENST00000482602.5|ENST00000480305.1
ENSG00000157873.17_34	80	34	Complex Event	1:2562896-2563148	39-40,40-40,40-41	39-41	41-41	ENST00000463471.6	ENST00000355716.4|ENST00000475523.5|ENST00000466750.5|ENST00000463835.5|ENST00000480305.1	ENST00000463471.6|ENST00000355716.4|ENST00000475523.5|ENST00000466750.5|ENST00000463835.5|ENST00000480305.1
ENSG00000157870.14_10	83	10	Complex Event	1:2586873-2587114	15-15,15-16	9-16	16-16,16-17,17-17,19-19	ENST00000481683.5|ENST00000484099.5|ENST00000477045.1|ENST00000493183.5|ENST00000474659.5|ENST00000378425.9|ENST00000444521.6|ENST00000419916.6|ENST00000378424.8|ENST00000537325.5|ENST00000378427.5|ENST00000465233.5|ENST00000498083.1	ENST00000464043.5	ENST00000481683.5|ENST00000484099.5|ENST00000477045.1|ENST00000493183.5|ENST00000474659.5|ENST00000378425.9|ENST00000444521.6|ENST00000419916.6|ENST00000378424.8|ENST00000537325.5|ENST00000378427.5|ENST00000465233.5|ENST00000498083.1|ENST00000464043.5
ENSG00000157870.14_11	83	11	Retained Intron	1:2587792-2588390	17-18,18-18,18-19	17-19	16-16,16-17,17-17,19-19	ENST00000444521.6|ENST00000378424.8	ENST00000493183.5|ENST00000474659.5|ENST00000378425.9|ENST00000419916.6|ENST00000537325.5|ENST00000378427.5|ENST00000464043.5|ENST00000465233.5|ENST00000498083.1|ENST00000481683.5|ENST00000484099.5|ENST00000477045.1	ENST00000481683.5|ENST00000484099.5|ENST00000477045.1|ENST00000493183.5|ENST00000474659.5|ENST00000378425.9|ENST00000444521.6|ENST00000419916.6|ENST00000378424.8|ENST00000537325.5|ENST00000378427.5|ENST00000465233.5|ENST00000498083.1|ENST00000464043.5
ENSG00000157870.14_12	83	12	Complex Event	1:2588453-2588530	19-20,20-20,20-21	19-21	21-21,21-22	ENST00000477045.1	ENST00000465233.5|ENST00000481683.5|ENST00000484099.5	ENST00000477045.1|ENST00000465233.5|ENST00000481683.5|ENST00000484099.5
ENSG00000157870.14_13	83	13	Complex Event	1:2588453-2588550	21-21,21-22	19-22	22-22,22-23	ENST00000477045.1|ENST00000465233.5|ENST00000481683.5|ENST00000484099.5	ENST00000493183.5|ENST00000474659.5|ENST00000444521.6|ENST00000419916.6|ENST00000378424.8|ENST00000378427.5|ENST00000464043.5	ENST00000477045.1|ENST00000465233.5|ENST00000481683.5|ENST00000484099.5|ENST00000493183.5|ENST00000474659.5|ENST00000444521.6|ENST00000419916.6|ENST00000378424.8|ENST00000378427.5|ENST00000464043.5
ENSG00000157870.14_23	83	23	Complex Event	1:2586873-2587114	9-10,10-10,10-11	9-16	9-9	ENST00000378425.9|ENST00000444521.6|ENST00000419916.6|ENST00000378424.8|ENST00000537325.5|ENST00000378427.5|ENST00000465233.5	ENST00000464043.5	ENST00000378425.9|ENST00000444521.6|ENST00000419916.6|ENST00000378424.8|ENST00000537325.5|ENST00000378427.5|ENST00000464043.5|ENST00000465233.5
ENSG00000157870.14_25	83	25	Complex Event	1:2588453-2588957	27-27,27-28	19-28	28-28	ENST00000476686.1|ENST00000493183.5|ENST00000444521.6|ENST00000419916.6|ENST00000464043.5|ENST00000481683.5|ENST00000498083.1|ENST00000465233.5|ENST00000474659.5|ENST00000378425.9|ENST00000378424.8|ENST00000378427.5|ENST00000484099.5	ENST00000537325.5	ENST00000476686.1|ENST00000493183.5|ENST00000444521.6|ENST00000419916.6|ENST00000464043.5|ENST00000481683.5|ENST00000498083.1|ENST00000465233.5|ENST00000474659.5|ENST00000378425.9|ENST00000378424.8|ENST00000378427.5|ENST00000484099.5|ENST00000537325.5
ENSG00000142611.16_4	86	4	Alternative Last Exon	1:3186474-3244087	5-6,6-6	5-8	4-4,4-5,5-5	ENST00000607632.1	ENST00000511072.5|ENST00000378391.6|ENST00000514189.5|ENST00000270722.9	ENST00000511072.5|ENST00000607632.1|ENST00000378391.6|ENST00000514189.5|ENST00000270722.9
ENSG00000142611.16_5	86	5	Alternative First Exon	1:3186474-3244087	7-7,7-8	5-8	8-8,8-9	ENST00000512462.5	ENST00000511072.5|ENST00000378391.6|ENST00000514189.5|ENST00000270722.9	ENST00000511072.5|ENST00000378391.6|ENST00000514189.5|ENST00000270722.9|ENST00000512462.5
ENSG00000142611.16_7	86	7	Alternative 3' Splice Site	1:3412800-3414563	17-18,18-18,18-19	17-19	14-14,14-15,15-15,15-16,16-16,16-17,17-17,19-19,19-20,20-20,20-21,21-21,21-24	ENST00000511072.5|ENST00000378391.6|ENST00000270722.9|ENST00000512462.5	ENST00000514189.5|ENST00000509860.1	ENST00000511072.5|ENST00000378391.6|ENST00000514189.5|ENST00000270722.9|ENST00000512462.5|ENST00000509860.1
ENSG00000142611.16_9	86	9	Complex Event	1:3431108-3433677	27-28,28-28	27-29	25-26,26-26,26-27,27-27,30-30	ENST00000378391.6|ENST00000270722.9|ENST00000512462.5|ENST00000509860.1	ENST00000511072.5|ENST00000514189.5|ENST00000378389.5	ENST00000511072.5|ENST00000378391.6|ENST00000514189.5|ENST00000270722.9|ENST00000512462.5|ENST00000509860.1|ENST00000378389.5
ENSG00000142611.16_10	86	10	Complex Event	1:3432140-3433734	29-29,29-30	28-30	25-26,26-26,26-27,27-27,30-30	ENST00000270722.9|ENST00000511072.5|ENST00000514189.5|ENST00000509860.1|ENST00000378389.5|ENST00000512462.5	ENST00000378391.6	ENST00000511072.5|ENST00000378391.6|ENST00000514189.5|ENST00000270722.9|ENST00000512462.5|ENST00000509860.1|ENST00000378389.5
ENSG00000142611.16_12	86	12	Complex Event	1:3432140-3433734	28-30	28-29	27-28,28-28	ENST00000378391.6	ENST00000270722.9|ENST00000512462.5|ENST00000509860.1	ENST00000378391.6|ENST00000270722.9|ENST00000512462.5|ENST00000509860.1
ENSG00000142611.16_13	86	13	Complex Event	1:3431108-3433677	28-29	27-29	29-29,29-30	ENST00000270722.9|ENST00000512462.5|ENST00000509860.1	ENST00000511072.5|ENST00000514189.5|ENST00000378389.5	ENST00000270722.9|ENST00000511072.5|ENST00000514189.5|ENST00000509860.1|ENST00000378389.5|ENST00000512462.5
ENSG00000142611.16_19	86	19	Alternative 3' Splice Site	1:3244137-3385152	9-10,10-10,10-11	9-11	9-9,11-11	ENST00000511072.5|ENST00000514189.5	ENST00000378391.6|ENST00000270722.9|ENST00000512462.5|ENST00000463591.1	ENST00000511072.5|ENST00000378391.6|ENST00000514189.5|ENST00000270722.9|ENST00000512462.5|ENST00000463591.1
ENSG00000142611.16_20	86	20	Alternative Last Exon	1:3385286-3402791	11-13,13-13,13-14	11-12,12-12	9-9,11-11	ENST00000511072.5|ENST00000378391.6|ENST00000514189.5|ENST00000270722.9|ENST00000512462.5	ENST00000463591.1	ENST00000511072.5|ENST00000378391.6|ENST00000514189.5|ENST00000270722.9|ENST00000512462.5|ENST00000463591.1
ENSG00000130762.14_2	88	2	Alternative First Exon	1:3454426-3466148	1-1,1-2,2-2,2-4	3-3,3-4	4-4,4-6	ENST00000378378.8	ENST00000378373.5	ENST00000378373.5|ENST00000378378.8
ENSG00000130762.14_3	88	3	Alternative First Exon	1:3466148-3467168	5-5,5-6	4-4,4-6	6-6,6-8	ENST00000378371.6	ENST00000378373.5|ENST00000378378.8	ENST00000378371.6|ENST00000378378.8|ENST00000378373.5
